filename,primary_label,secondary_labels,rating,collection,latitude,longitude
135045/iNat1208550.ogg,135045,[''],0.0,iNat,6.0424,-75.253
135045/iNat1208551.ogg,135045,[''],0.0,iNat,6.1436,-75.3364
135045/iNat1208552.ogg,135045,[''],0.0,iNat,6.0055,-75.3879
135045/iNat1208572.ogg,135045,[''],0.0,iNat,6.0106,-75.3322
135045/iNat327127.ogg,135045,[''],0.0,iNat,6.874,-75.3888
135045/iNat48803.ogg,135045,[''],0.0,iNat,6.1779,-75.5752
1462711/CSA36371.ogg,1462711,[''],0.0,CSA,7.2625,-73.8207
1462711/CSA36379.ogg,1462711,[''],0.0,CSA,7.3842,-73.8456
1462711/CSA36390.ogg,1462711,[''],0.0,CSA,7.3842,-73.8456
1462737/CSA36341.ogg,1462737,[''],0.0,CSA,7.32,-73.7069
1462737/CSA36369.ogg,1462737,[''],0.0,CSA,7.3509,-73.8287
1462737/CSA36380.ogg,1462737,[''],0.0,CSA,7.3842,-73.8456
1462737/CSA36381.ogg,1462737,[''],0.0,CSA,7.3842,-73.8456
1462737/CSA36386.ogg,1462737,[''],0.0,CSA,7.3842,-73.8456
1462737/CSA36391.ogg,1462737,[''],0.0,CSA,7.3842,-73.8456
1462737/CSA36395.ogg,1462737,[''],0.0,CSA,7.3206,-73.7128
1564122/CSA34195.ogg,1564122,[''],0.0,CSA,-3.8333,-70.3333
1564122/CSA34196.ogg,1564122,[''],0.0,CSA,-3.8333,-70.3333
1564122/CSA34197.ogg,1564122,[''],0.0,CSA,-3.8333,-70.3333
1564122/CSA34198.ogg,1564122,[''],0.0,CSA,-3.8333,-70.3333
1564122/CSA34199.ogg,1564122,[''],0.0,CSA,-3.8333,-70.3333
1564122/CSA34200.ogg,1564122,[''],0.0,CSA,-3.8333,-70.3333
21038/iNat297879.ogg,21038,[''],0.0,iNat,6.3741,-74.6802
21038/iNat65519.ogg,21038,[''],0.0,iNat,9.892,-75.1912
21116/iNat296867.ogg,21116,[''],0.0,iNat,5.8604,-74.8877
21116/iNat65520.ogg,21116,[''],0.0,iNat,9.8882,-75.1882
21211/XC882646.ogg,21211,[''],4.0,XC,,
21211/XC882647.ogg,21211,[''],4.0,XC,,
21211/XC882648.ogg,21211,[''],4.0,XC,,
21211/XC882649.ogg,21211,[''],4.0,XC,,
21211/XC882650.ogg,21211,[''],4.0,XC,,
21211/XC882651.ogg,21211,[''],4.0,XC,,
21211/XC882652.ogg,21211,[''],4.0,XC,-4.2443,-69.9264
21211/XC882653.ogg,21211,[''],4.0,XC,,
21211/XC882654.ogg,21211,[''],4.0,XC,0.8366,-51.8884
21211/XC882655.ogg,21211,[''],4.0,XC,0.8366,-51.8884
21211/XC882656.ogg,21211,[''],4.0,XC,,
21211/XC882657.ogg,21211,[''],4.0,XC,,
21211/XC882658.ogg,21211,[''],4.0,XC,-4.3811,-70.0448
21211/XC882659.ogg,21211,[''],4.0,XC,-10.2097,-67.7092
21211/XC896828.ogg,21211,[''],2.0,XC,3.9871,-52.5875
21211/XC896832.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC896838.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC896839.ogg,21211,[''],4.0,XC,3.9871,-52.5875
21211/XC896840.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC896855.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC896857.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC896860.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC896861.ogg,21211,[''],2.0,XC,3.9871,-52.5875
21211/XC896863.ogg,21211,[''],3.0,XC,3.9871,-52.5875
21211/XC913785.ogg,21211,[''],3.0,XC,4.0883,-52.6813
21211/XC913809.ogg,21211,[''],3.0,XC,4.0883,-52.6813
21211/XC913811.ogg,21211,[''],3.0,XC,4.0883,-52.6813
21211/XC913839.ogg,21211,[''],3.0,XC,4.0891,-52.6816
21211/XC913840.ogg,21211,[''],3.0,XC,4.0891,-52.6816
21211/XC913858.ogg,21211,[''],3.0,XC,4.0891,-52.6816
21211/XC913859.ogg,21211,[''],3.0,XC,4.0891,-52.6816
21211/XC913880.ogg,21211,[''],4.0,XC,4.0895,-52.682
21211/XC913881.ogg,21211,[''],4.0,XC,4.0895,-52.682
21211/XC913886.ogg,21211,[''],4.0,XC,4.0895,-52.682
21211/XC913887.ogg,21211,[''],4.0,XC,4.0895,-52.682
21211/XC913893.ogg,21211,[''],3.0,XC,4.0895,-52.682
21211/XC913894.ogg,21211,[''],3.0,XC,4.0895,-52.682
21211/XC913976.ogg,21211,[''],3.0,XC,4.0916,-52.6858
21211/XC913977.ogg,21211,[''],3.0,XC,4.0916,-52.6858
21211/XC913978.ogg,21211,[''],3.0,XC,4.0916,-52.6858
21211/XC913992.ogg,21211,[''],3.0,XC,4.0916,-52.6858
21211/XC913997.ogg,21211,[''],3.0,XC,4.0916,-52.6858
21211/XC913998.ogg,21211,[''],3.0,XC,4.0946,-52.6862
21211/XC914005.ogg,21211,[''],3.0,XC,4.0946,-52.6862
21211/XC914013.ogg,21211,[''],3.0,XC,4.0964,-52.6858
21211/XC914025.ogg,21211,[''],3.0,XC,4.0964,-52.6858
21211/XC914028.ogg,21211,[''],3.0,XC,4.0964,-52.6858
21211/XC917437.ogg,21211,[''],3.0,XC,4.0889,-52.6742
21211/XC917444.ogg,21211,[''],3.0,XC,4.0889,-52.6742
21211/XC917465.ogg,21211,[''],2.0,XC,4.0889,-52.6742
21211/XC917470.ogg,21211,[''],3.0,XC,4.0889,-52.6742
21211/XC917471.ogg,21211,[''],3.0,XC,4.0889,-52.6742
21211/XC920803.ogg,21211,[''],2.0,XC,4.0945,-52.6862
21211/XC920868.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC920870.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC920872.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC920873.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC920881.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC920888.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC920892.ogg,21211,[''],3.0,XC,4.0425,-52.6779
21211/XC925906.ogg,21211,[''],3.0,XC,4.0849,-52.6841
21211/XC925907.ogg,21211,[''],3.0,XC,4.0849,-52.6841
21211/XC925908.ogg,21211,[''],3.0,XC,4.0849,-52.6841
21211/XC925925.ogg,21211,[''],3.0,XC,4.0849,-52.6841
21211/XC928709.ogg,21211,[''],3.0,XC,3.6023,-53.26
21211/XC928710.ogg,21211,[''],3.0,XC,3.6023,-53.26
21211/XC928714.ogg,21211,[''],3.0,XC,3.6023,-53.26
21211/XC934741.ogg,21211,[''],5.0,XC,5.2313,-52.8547
21211/iNat1005762.ogg,21211,[''],0.0,iNat,4.87,-52.3162
21211/iNat359445.ogg,21211,[''],0.0,iNat,-4.1323,-69.9548
21211/iNat361221.ogg,21211,[''],0.0,iNat,-4.1306,-69.9562
21211/iNat361222.ogg,21211,[''],0.0,iNat,-4.131,-69.9557
21211/iNat597267.ogg,21211,[''],0.0,iNat,-8.0523,-71.2039
21211/iNat946486.ogg,21211,[''],0.0,iNat,4.1042,-52.6225
21211/iNat986383.ogg,21211,[''],0.0,iNat,4.864,-52.3619
21211/iNat998468.ogg,21211,[''],0.0,iNat,4.8595,-52.3486
22333/XC890507.ogg,22333,[''],5.0,XC,12.1205,-68.9658
22333/XC894982.ogg,22333,[''],4.0,XC,12.1187,-68.2912
22333/XC913746.ogg,22333,[''],3.0,XC,4.9122,-52.2701
22333/XC949880.ogg,22333,[''],4.0,XC,5.3459,-72.4262
22333/iNat1005729.ogg,22333,[''],0.0,iNat,4.87,-52.3162
22333/iNat1008712.ogg,22333,[''],0.0,iNat,4.945,-52.3173
22333/iNat1155704.ogg,22333,[''],0.0,iNat,18.411,-77.1054
22333/iNat1208354.ogg,22333,[''],0.0,iNat,10.1846,-68.0075
22333/iNat1236061.ogg,22333,[''],0.0,iNat,3.4762,-76.5298
22333/iNat1237389.ogg,22333,[''],0.0,iNat,3.4576,-76.5359
22333/iNat1237907.ogg,22333,[''],0.0,iNat,3.4499,-76.5392
22333/iNat1239167.ogg,22333,[''],0.0,iNat,3.4574,-76.5357
22333/iNat1241231.ogg,22333,[''],0.0,iNat,3.4493,-76.5425
22333/iNat1245802.ogg,22333,[''],0.0,iNat,6.8169,-58.0763
22333/iNat1273155.ogg,22333,[''],0.0,iNat,3.2741,-76.5146
22333/iNat1274792.ogg,22333,[''],0.0,iNat,14.5522,-61.0536
22333/iNat144601.ogg,22333,[''],0.0,iNat,17.1699,-61.8015
22333/iNat150110.ogg,22333,[''],0.0,iNat,10.6505,-61.4068
22333/iNat233716.ogg,22333,[''],0.0,iNat,7.0205,-73.07
22333/iNat255294.ogg,22333,[''],0.0,iNat,10.661,-61.5171
22333/iNat292304.ogg,22333,[''],0.0,iNat,10.4803,-66.7944
22333/iNat332150.ogg,22333,[''],0.0,iNat,10.611,-61.3001
22333/iNat344525.ogg,22333,[''],0.0,iNat,12.0867,-68.898
22333/iNat34849.ogg,22333,[''],0.0,iNat,18.5226,-77.8579
22333/iNat503234.ogg,22333,[''],0.0,iNat,18.5239,-77.8343
22333/iNat516995.ogg,22333,[''],0.0,iNat,3.3419,-76.5306
22333/iNat52742.ogg,22333,[''],0.0,iNat,6.2386,-75.6059
22333/iNat530453.ogg,22333,[''],0.0,iNat,6.175,-75.5744
22333/iNat532306.ogg,22333,[''],0.0,iNat,4.9458,-52.304
22333/iNat53679.ogg,22333,[''],0.0,iNat,13.242,-59.6443
22333/iNat54095.ogg,22333,[''],0.0,iNat,18.4463,-78.0529
22333/iNat554680.ogg,22333,[''],0.0,iNat,16.2782,-61.802
22333/iNat560488.ogg,22333,[''],0.0,iNat,6.2414,-75.5958
22333/iNat575726.ogg,22333,[''],0.0,iNat,12.0855,-68.8742
22333/iNat575727.ogg,22333,[''],0.0,iNat,12.0855,-68.8742
22333/iNat576377.ogg,22333,[''],0.0,iNat,13.8636,-61.053
22333/iNat578290.ogg,22333,[''],0.0,iNat,12.0916,-68.9053
22333/iNat579714.ogg,22333,[''],0.0,iNat,17.0763,-61.8873
22333/iNat585061.ogg,22333,[''],0.0,iNat,14.09,-60.9583
22333/iNat758022.ogg,22333,[''],0.0,iNat,10.4819,-66.8416
22333/iNat815140.ogg,22333,[''],0.0,iNat,17.0994,-61.6921
22333/iNat867912.ogg,22333,[''],0.0,iNat,3.6563,-76.5719
22333/iNat894924.ogg,22333,[''],0.0,iNat,13.821,-61.0493
22333/iNat943181.ogg,22333,[''],0.0,iNat,12.1205,-68.9658
22333/iNat976527.ogg,22333,[''],0.0,iNat,3.3684,-76.546
22333/iNat983570.ogg,22333,[''],0.0,iNat,4.9122,-52.2696
22333/iNat987253.ogg,22333,[''],0.0,iNat,4.9481,-52.3018
22973/XC167037.ogg,22973,[''],4.0,XC,3.8284,-67.902
22973/XC882793.ogg,22973,[''],4.0,XC,5.803,-56.2046
22973/XC882794.ogg,22973,[''],4.0,XC,5.803,-56.2046
22973/XC882795.ogg,22973,[''],4.0,XC,5.803,-56.2046
22973/XC882796.ogg,22973,[''],4.0,XC,5.803,-56.2046
22973/XC882797.ogg,22973,[''],4.0,XC,-3.1711,-60.1279
22973/XC882798.ogg,22973,[''],4.0,XC,,
22973/XC892927.ogg,22973,[''],5.0,XC,11.1631,-60.827
22973/XC892932.ogg,22973,['compau'],4.5,XC,10.6144,-61.2238
22973/XC915924.ogg,22973,[''],5.0,XC,4.0744,-73.5829
22973/XC928991.ogg,22973,[''],4.0,XC,6.8064,-58.1452
22973/XC929100.ogg,22973,[''],3.0,XC,5.3779,-53.0008
22973/XC929101.ogg,22973,[''],4.0,XC,5.831,-55.2009
22973/iNat1099468.ogg,22973,[''],0.0,iNat,10.6602,-61.3567
22973/iNat1243033.ogg,22973,[''],0.0,iNat,-18.9993,-49.4617
22973/iNat1243080.ogg,22973,[''],0.0,iNat,-18.9126,-50.6548
22973/iNat1251026.ogg,22973,[''],0.0,iNat,7.738,-76.6982
22973/iNat1257590.ogg,22973,[''],0.0,iNat,-25.8576,-53.9757
22973/iNat154035.ogg,22973,[''],0.0,iNat,-22.4093,-47.5421
22973/iNat157085.ogg,22973,[''],0.0,iNat,-22.371,-47.5224
22973/iNat218912.ogg,22973,[''],0.0,iNat,10.6531,-61.4196
22973/iNat28425.ogg,22973,[''],0.0,iNat,-29.5093,-55.6369
22973/iNat287261.ogg,22973,[''],0.0,iNat,10.6531,-61.4196
22973/iNat28982.ogg,22973,[''],0.0,iNat,10.6144,-61.2238
22973/iNat29017.ogg,22973,[''],0.0,iNat,11.1631,-60.827
22973/iNat318716.ogg,22973,[''],0.0,iNat,10.2052,-61.3103
22973/iNat326854.ogg,22973,[''],0.0,iNat,-28.0679,-56.0338
22973/iNat326860.ogg,22973,[''],0.0,iNat,-28.0681,-56.0338
22973/iNat326966.ogg,22973,[''],0.0,iNat,-27.3788,-55.6436
22973/iNat327135.ogg,22973,[''],0.0,iNat,7.2421,-76.4389
22973/iNat331404.ogg,22973,[''],0.0,iNat,-15.8263,-48.7697
22973/iNat343840.ogg,22973,[''],0.0,iNat,-2.4904,-44.2422
22973/iNat348132.ogg,22973,[''],0.0,iNat,-23.5476,-47.549
22973/iNat348440.ogg,22973,[''],0.0,iNat,-23.5468,-47.549
22973/iNat348441.ogg,22973,[''],0.0,iNat,-23.5468,-47.549
22973/iNat502463.ogg,22973,[''],0.0,iNat,5.3545,-72.402
22973/iNat556448.ogg,22973,[''],0.0,iNat,1.8762,-76.0516
22973/iNat576552.ogg,22973,[''],0.0,iNat,-21.368,-47.3052
22973/iNat581610.ogg,22973,[''],0.0,iNat,-23.547,-47.5493
22973/iNat583590.ogg,22973,[''],0.0,iNat,-23.4751,-48.6713
22973/iNat583591.ogg,22973,[''],0.0,iNat,-23.4751,-48.6713
22973/iNat58920.ogg,22973,[''],0.0,iNat,-3.083,-59.9812
22973/iNat599374.ogg,22973,[''],0.0,iNat,-22.4151,-47.5773
22973/iNat599375.ogg,22973,[''],0.0,iNat,-22.4151,-47.5773
22973/iNat630711.ogg,22973,[''],0.0,iNat,4.2647,-74.8271
22973/iNat726873.ogg,22973,[''],0.0,iNat,11.152,-60.7825
22973/iNat839779.ogg,22973,[''],0.0,iNat,-25.7876,-53.6448
22973/iNat859872.ogg,22973,[''],0.0,iNat,-20.3016,-44.0975
22973/iNat870999.ogg,22973,[''],0.0,iNat,-22.851,-45.2388
22973/iNat879832.ogg,22973,[''],0.0,iNat,-20.7015,-41.0918
22973/iNat879833.ogg,22973,[''],0.0,iNat,-20.7015,-41.0918
22973/iNat887102.ogg,22973,[''],0.0,iNat,-23.5602,-46.7234
22973/iNat992788.ogg,22973,[''],0.0,iNat,4.8238,-52.3673
22976/XC893971.ogg,22976,[''],5.0,XC,8.7193,-83.1649
22976/XC893972.ogg,22976,[''],5.0,XC,20.4215,-88.4714
22976/XC935710.ogg,22976,[''],4.0,XC,,
22976/iNat1022191.ogg,22976,[''],0.0,iNat,13.9587,-88.1323
22976/iNat103569.ogg,22976,[''],0.0,iNat,21.1547,-89.6359
22976/iNat1109157.ogg,22976,[''],0.0,iNat,9.0492,-79.3018
22976/iNat1112338.ogg,22976,[''],0.0,iNat,9.1203,-79.6961
22976/iNat1190292.ogg,22976,[''],0.0,iNat,8.986,-79.5471
22976/iNat1192434.ogg,22976,[''],0.0,iNat,26.5727,-99.1118
22976/iNat1199997.ogg,22976,[''],0.0,iNat,9.1639,-79.5735
22976/iNat1208974.ogg,22976,[''],0.0,iNat,8.8977,-79.5816
22976/iNat1226844.ogg,22976,[''],0.0,iNat,12.5211,-81.7157
22976/iNat132256.ogg,22976,[''],0.0,iNat,13.3007,-88.5523
22976/iNat132257.ogg,22976,[''],0.0,iNat,13.3006,-88.5524
22976/iNat134883.ogg,22976,[''],0.0,iNat,9.1205,-79.7038
22976/iNat141097.ogg,22976,[''],0.0,iNat,26.5035,-98.9858
22976/iNat141098.ogg,22976,[''],0.0,iNat,26.4025,-98.826
22976/iNat141099.ogg,22976,[''],0.0,iNat,26.4552,-98.8027
22976/iNat222390.ogg,22976,[''],0.0,iNat,21.0783,-89.6353
22976/iNat226804.ogg,22976,[''],0.0,iNat,9.3899,-84.146
22976/iNat236359.ogg,22976,[''],0.0,iNat,8.9133,-79.708
22976/iNat258473.ogg,22976,[''],0.0,iNat,21.0826,-89.6592
22976/iNat270309.ogg,22976,[''],0.0,iNat,26.5845,-98.8025
22976/iNat27238.ogg,22976,[''],0.0,iNat,10.4124,-84.3843
22976/iNat27239.ogg,22976,[''],0.0,iNat,20.4215,-88.4714
22976/iNat279584.ogg,22976,[''],0.0,iNat,18.5197,-89.8287
22976/iNat311367.ogg,22976,[''],0.0,iNat,21.0246,-89.5491
22976/iNat32633.ogg,22976,[''],0.0,iNat,17.2323,-88.7859
22976/iNat399872.ogg,22976,[''],0.0,iNat,20.7533,-89.5596
22976/iNat48797.ogg,22976,[''],0.0,iNat,5.8884,-75.1486
22976/iNat502474.ogg,22976,[''],0.0,iNat,9.119,-79.7136
22976/iNat523344.ogg,22976,[''],0.0,iNat,9.3919,-84.1483
22976/iNat523345.ogg,22976,[''],0.0,iNat,9.392,-84.1481
22976/iNat523346.ogg,22976,[''],0.0,iNat,9.3919,-84.1485
22976/iNat533201.ogg,22976,[''],0.0,iNat,9.0025,-79.5803
22976/iNat567927.ogg,22976,[''],0.0,iNat,8.6036,-82.6502
22976/iNat583735.ogg,22976,[''],0.0,iNat,8.7193,-83.1649
22976/iNat585685.ogg,22976,[''],0.0,iNat,9.6415,-85.1653
22976/iNat599139.ogg,22976,[''],0.0,iNat,9.0945,-79.3777
22976/iNat630710.ogg,22976,[''],0.0,iNat,4.2647,-74.8271
22976/iNat687624.ogg,22976,[''],0.0,iNat,8.98,-79.5619
22976/iNat77271.ogg,22976,[''],0.0,iNat,8.5203,-82.609
22976/iNat843264.ogg,22976,[''],0.0,iNat,10.159,-85.8064
22976/iNat858189.ogg,22976,[''],0.0,iNat,9.1199,-79.5335
24272/XC882885.ogg,24272,[''],4.0,XC,0.8834,-78.4996
24272/XC893991.ogg,24272,[''],5.0,XC,10.3654,-84.3821
24272/iNat341657.ogg,24272,[''],0.0,iNat,8.7151,-80.0058
24272/iNat715387.ogg,24272,[''],0.0,iNat,8.8036,-82.9561
24272/iNat901214.ogg,24272,[''],0.0,iNat,9.8321,-83.5641
24272/iNat956047.ogg,24272,[''],0.0,iNat,10.3654,-84.3821
24292/CSA34649.ogg,24292,[''],0.0,CSA,3.872,-73.5841
24292/CSA34651.ogg,24292,[''],0.0,CSA,3.872,-73.5841
24292/CSA35021.ogg,24292,[''],0.0,CSA,7.3954,-73.8594
24322/XC882877.ogg,24322,[''],4.0,XC,,
24322/XC882878.ogg,24322,[''],4.0,XC,5.803,-56.2046
24322/XC882879.ogg,24322,[''],4.0,XC,,
24322/XC882880.ogg,24322,[''],4.0,XC,4.8831,-52.3464
24322/XC882881.ogg,24322,[''],4.0,XC,-0.0477,-77.5269
24322/XC915926.ogg,24322,[''],5.0,XC,4.0744,-73.5829
24322/XC929063.ogg,24322,[''],4.0,XC,0.9908,-51.3459
24322/iNat1008711.ogg,24322,[''],0.0,iNat,4.945,-52.3176
24322/iNat146544.ogg,24322,[''],0.0,iNat,4.8871,-52.2787
24322/iNat319465.ogg,24322,[''],0.0,iNat,-3.0914,-59.9895
24322/iNat410786.ogg,24322,[''],0.0,iNat,10.6848,-61.2894
24322/iNat440404.ogg,24322,[''],0.0,iNat,10.6848,-61.2894
24322/iNat934849.ogg,24322,[''],0.0,iNat,5.1021,-54.5502
41663/XC144437.ogg,41663,[''],3.0,XC,41.1987,-73.8832
41663/XC697007.ogg,41663,[''],5.0,XC,49.1523,2.3752
41663/XC961783.ogg,41663,[''],5.0,XC,40.0038,-75.045
41663/iNat1001216.ogg,41663,[''],0.0,iNat,36.3178,-82.3219
41663/iNat1025799.ogg,41663,[''],0.0,iNat,45.1746,-75.8284
41663/iNat1026967.ogg,41663,[''],0.0,iNat,42.0655,-76.152
41663/iNat1059575.ogg,41663,[''],0.0,iNat,39.5244,-79.8177
41663/iNat1064354.ogg,41663,[''],0.0,iNat,44.9343,-66.9322
41663/iNat1088350.ogg,41663,[''],0.0,iNat,42.6216,-85.4787
41663/iNat1088351.ogg,41663,[''],0.0,iNat,42.6216,-85.4787
41663/iNat1102503.ogg,41663,[''],0.0,iNat,40.7322,-73.7402
41663/iNat1104877.ogg,41663,[''],0.0,iNat,30.5946,-103.9363
41663/iNat1105534.ogg,41663,[''],0.0,iNat,32.7724,-116.9195
41663/iNat110660.ogg,41663,[''],0.0,iNat,43.9721,-79.2399
41663/iNat1123371.ogg,41663,[''],0.0,iNat,45.0587,-64.762
41663/iNat1127617.ogg,41663,[''],0.0,iNat,42.4856,-88.8306
41663/iNat1138836.ogg,41663,[''],0.0,iNat,48.7247,-122.3529
41663/iNat1143361.ogg,41663,[''],0.0,iNat,35.2071,-106.6328
41663/iNat1148293.ogg,41663,[''],0.0,iNat,46.8702,-109.288
41663/iNat1158378.ogg,41663,[''],0.0,iNat,47.4701,-122.6372
41663/iNat115920.ogg,41663,[''],0.0,iNat,44.0145,-93.2801
41663/iNat1187502.ogg,41663,[''],0.0,iNat,49.6044,-117.1258
41663/iNat1198033.ogg,41663,[''],0.0,iNat,35.9623,-81.1204
41663/iNat119976.ogg,41663,[''],0.0,iNat,41.0051,-74.0366
41663/iNat1215114.ogg,41663,[''],0.0,iNat,38.7813,-90.837
41663/iNat1220687.ogg,41663,[''],0.0,iNat,43.0521,-89.4386
41663/iNat1230702.ogg,41663,[''],0.0,iNat,34.1463,-118.0202
41663/iNat1240391.ogg,41663,[''],0.0,iNat,45.5643,-123.9172
41663/iNat1240392.ogg,41663,[''],0.0,iNat,45.5643,-123.9172
41663/iNat124707.ogg,41663,[''],0.0,iNat,37.4522,-122.2355
41663/iNat1247603.ogg,41663,[''],0.0,iNat,41.87,-72.6072
41663/iNat1258651.ogg,41663,[''],0.0,iNat,49.288,-123.1431
41663/iNat126448.ogg,41663,[''],0.0,iNat,44.6376,-91.6981
41663/iNat1277094.ogg,41663,[''],0.0,iNat,45.7612,-73.7027
41663/iNat135564.ogg,41663,[''],0.0,iNat,40.1065,-85.5498
41663/iNat140497.ogg,41663,[''],0.0,iNat,37.3296,-121.9364
41663/iNat160963.ogg,41663,[''],0.0,iNat,44.677,-63.5501
41663/iNat173251.ogg,41663,[''],0.0,iNat,42.4876,-71.3935
41663/iNat181697.ogg,41663,[''],0.0,iNat,45.1558,-75.8587
41663/iNat214017.ogg,41663,[''],0.0,iNat,37.8529,-95.412
41663/iNat222399.ogg,41663,[''],0.0,iNat,37.4335,-94.6182
41663/iNat227396.ogg,41663,[''],0.0,iNat,43.4325,-79.729
41663/iNat246272.ogg,41663,[''],0.0,iNat,44.2584,-72.5739
41663/iNat262940.ogg,41663,[''],0.0,iNat,42.4365,-72.5225
41663/iNat287461.ogg,41663,[''],0.0,iNat,43.7901,-79.5168
41663/iNat290712.ogg,41663,[''],0.0,iNat,44.3611,-79.3738
41663/iNat307417.ogg,41663,[''],0.0,iNat,44.3663,-79.7543
41663/iNat313992.ogg,41663,[''],0.0,iNat,40.7418,-73.8144
41663/iNat31509.ogg,41663,[''],0.0,iNat,40.86,-73.9345
41663/iNat316038.ogg,41663,[''],0.0,iNat,22.2769,-97.7967
41663/iNat329514.ogg,41663,[''],0.0,iNat,30.699,-97.7994
41663/iNat337777.ogg,41663,[''],0.0,iNat,40.729,-73.7654
41663/iNat348730.ogg,41663,[''],0.0,iNat,40.7361,-73.7591
41663/iNat357966.ogg,41663,[''],0.0,iNat,35.2711,-93.1375
41663/iNat358156.ogg,41663,[''],0.0,iNat,40.7467,-73.742
41663/iNat358212.ogg,41663,[''],0.0,iNat,40.7469,-73.7421
41663/iNat370369.ogg,41663,[''],0.0,iNat,38.4557,-122.7357
41663/iNat372425.ogg,41663,[''],0.0,iNat,40.7346,-73.7618
41663/iNat382025.ogg,41663,[''],0.0,iNat,40.7385,-73.7447
41663/iNat41507.ogg,41663,[''],0.0,iNat,43.6275,-76.174
41663/iNat426532.ogg,41663,[''],0.0,iNat,41.376,-81.6641
41663/iNat44038.ogg,41663,[''],0.0,iNat,38.7252,-76.7923
41663/iNat461258.ogg,41663,[''],0.0,iNat,43.9775,-80.0016
41663/iNat480453.ogg,41663,[''],0.0,iNat,44.2568,-72.5731
41663/iNat482041.ogg,41663,[''],0.0,iNat,44.7721,-76.2301
41663/iNat488163.ogg,41663,[''],0.0,iNat,44.3312,-79.2812
41663/iNat52174.ogg,41663,[''],0.0,iNat,42.0852,-70.7979
41663/iNat52175.ogg,41663,[''],0.0,iNat,42.0852,-70.7979
41663/iNat524625.ogg,41663,[''],0.0,iNat,44.5171,-80.2621
41663/iNat530125.ogg,41663,[''],0.0,iNat,42.3848,-76.5009
41663/iNat530126.ogg,41663,[''],0.0,iNat,42.3848,-76.5009
41663/iNat550890.ogg,41663,[''],0.0,iNat,40.0508,-105.1812
41663/iNat558840.ogg,41663,[''],0.0,iNat,48.4662,-123.3432
41663/iNat565772.ogg,41663,[''],0.0,iNat,40.7738,-73.7916
41663/iNat565773.ogg,41663,[''],0.0,iNat,40.7738,-73.7916
41663/iNat590973.ogg,41663,[''],0.0,iNat,49.3141,-123.074
