filename,primary_label,secondary_labels,rating,collection,latitude,longitude,inat_taxon_id,scientific_name,common_name,class_name
21211/XC914005.ogg,21211,[''],3.0,XC,4.0946,-52.6862,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC914013.ogg,21211,[''],3.0,XC,4.0964,-52.6858,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC914025.ogg,21211,[''],3.0,XC,4.0964,-52.6858,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC914028.ogg,21211,[''],3.0,XC,4.0964,-52.6858,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC917437.ogg,21211,[''],3.0,XC,4.0889,-52.6742,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC917444.ogg,21211,[''],3.0,XC,4.0889,-52.6742,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC917465.ogg,21211,[''],2.0,XC,4.0889,-52.6742,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC917470.ogg,21211,[''],3.0,XC,4.0889,-52.6742,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC917471.ogg,21211,[''],3.0,XC,4.0889,-52.6742,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920803.ogg,21211,[''],2.0,XC,4.0945,-52.6862,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920868.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920870.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920872.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920873.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920881.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920888.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC920892.ogg,21211,[''],3.0,XC,4.0425,-52.6779,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC925906.ogg,21211,[''],3.0,XC,4.0849,-52.6841,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC925907.ogg,21211,[''],3.0,XC,4.0849,-52.6841,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC925908.ogg,21211,[''],3.0,XC,4.0849,-52.6841,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC925925.ogg,21211,[''],3.0,XC,4.0849,-52.6841,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC928709.ogg,21211,[''],3.0,XC,3.6023,-53.26,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC928710.ogg,21211,[''],3.0,XC,3.6023,-53.26,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC928714.ogg,21211,[''],3.0,XC,3.6023,-53.26,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/XC934741.ogg,21211,[''],5.0,XC,5.2313,-52.8547,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat1005762.ogg,21211,[''],0.0,iNat,4.87,-52.3162,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat359445.ogg,21211,[''],0.0,iNat,-4.1323,-69.9548,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat361221.ogg,21211,[''],0.0,iNat,-4.1306,-69.9562,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat361222.ogg,21211,[''],0.0,iNat,-4.131,-69.9557,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat597267.ogg,21211,[''],0.0,iNat,-8.0523,-71.2039,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat946486.ogg,21211,[''],0.0,iNat,4.1042,-52.6225,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat986383.ogg,21211,[''],0.0,iNat,4.864,-52.3619,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
21211/iNat998468.ogg,21211,[''],0.0,iNat,4.8595,-52.3486,21211,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia
22333/XC890507.ogg,22333,[''],5.0,XC,12.1205,-68.9658,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/XC894982.ogg,22333,[''],4.0,XC,12.1187,-68.2912,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/XC913746.ogg,22333,[''],3.0,XC,4.9122,-52.2701,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/XC949880.ogg,22333,[''],4.0,XC,5.3459,-72.4262,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1005729.ogg,22333,[''],0.0,iNat,4.87,-52.3162,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1008712.ogg,22333,[''],0.0,iNat,4.945,-52.3173,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1155704.ogg,22333,[''],0.0,iNat,18.411,-77.1054,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1208354.ogg,22333,[''],0.0,iNat,10.1846,-68.0075,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1236061.ogg,22333,[''],0.0,iNat,3.4762,-76.5298,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1237389.ogg,22333,[''],0.0,iNat,3.4576,-76.5359,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1237907.ogg,22333,[''],0.0,iNat,3.4499,-76.5392,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1239167.ogg,22333,[''],0.0,iNat,3.4574,-76.5357,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1241231.ogg,22333,[''],0.0,iNat,3.4493,-76.5425,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1245802.ogg,22333,[''],0.0,iNat,6.8169,-58.0763,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1273155.ogg,22333,[''],0.0,iNat,3.2741,-76.5146,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat1274792.ogg,22333,[''],0.0,iNat,14.5522,-61.0536,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat144601.ogg,22333,[''],0.0,iNat,17.1699,-61.8015,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat150110.ogg,22333,[''],0.0,iNat,10.6505,-61.4068,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat233716.ogg,22333,[''],0.0,iNat,7.0205,-73.07,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat255294.ogg,22333,[''],0.0,iNat,10.661,-61.5171,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat292304.ogg,22333,[''],0.0,iNat,10.4803,-66.7944,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat332150.ogg,22333,[''],0.0,iNat,10.611,-61.3001,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat344525.ogg,22333,[''],0.0,iNat,12.0867,-68.898,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat34849.ogg,22333,[''],0.0,iNat,18.5226,-77.8579,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat503234.ogg,22333,[''],0.0,iNat,18.5239,-77.8343,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat516995.ogg,22333,[''],0.0,iNat,3.3419,-76.5306,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat52742.ogg,22333,[''],0.0,iNat,6.2386,-75.6059,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat530453.ogg,22333,[''],0.0,iNat,6.175,-75.5744,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat532306.ogg,22333,[''],0.0,iNat,4.9458,-52.304,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat53679.ogg,22333,[''],0.0,iNat,13.242,-59.6443,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat54095.ogg,22333,[''],0.0,iNat,18.4463,-78.0529,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat554680.ogg,22333,[''],0.0,iNat,16.2782,-61.802,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat560488.ogg,22333,[''],0.0,iNat,6.2414,-75.5958,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat575726.ogg,22333,[''],0.0,iNat,12.0855,-68.8742,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat575727.ogg,22333,[''],0.0,iNat,12.0855,-68.8742,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat576377.ogg,22333,[''],0.0,iNat,13.8636,-61.053,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat578290.ogg,22333,[''],0.0,iNat,12.0916,-68.9053,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat579714.ogg,22333,[''],0.0,iNat,17.0763,-61.8873,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat585061.ogg,22333,[''],0.0,iNat,14.09,-60.9583,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat758022.ogg,22333,[''],0.0,iNat,10.4819,-66.8416,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat815140.ogg,22333,[''],0.0,iNat,17.0994,-61.6921,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat867912.ogg,22333,[''],0.0,iNat,3.6563,-76.5719,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat894924.ogg,22333,[''],0.0,iNat,13.821,-61.0493,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat943181.ogg,22333,[''],0.0,iNat,12.1205,-68.9658,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat976527.ogg,22333,[''],0.0,iNat,3.3684,-76.546,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat983570.ogg,22333,[''],0.0,iNat,4.9122,-52.2696,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22333/iNat987253.ogg,22333,[''],0.0,iNat,4.9481,-52.3018,22333,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia
22973/XC167037.ogg,22973,[''],4.0,XC,3.8284,-67.902,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC882793.ogg,22973,[''],4.0,XC,5.803,-56.2046,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC882794.ogg,22973,[''],4.0,XC,5.803,-56.2046,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC882795.ogg,22973,[''],4.0,XC,5.803,-56.2046,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC882796.ogg,22973,[''],4.0,XC,5.803,-56.2046,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC882797.ogg,22973,[''],4.0,XC,-3.1711,-60.1279,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC882798.ogg,22973,[''],4.0,XC,,,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC892927.ogg,22973,[''],5.0,XC,11.1631,-60.827,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC892932.ogg,22973,['compau'],4.5,XC,10.6144,-61.2238,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC915924.ogg,22973,[''],5.0,XC,4.0744,-73.5829,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC928991.ogg,22973,[''],4.0,XC,6.8064,-58.1452,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC929100.ogg,22973,[''],3.0,XC,5.3779,-53.0008,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/XC929101.ogg,22973,[''],4.0,XC,5.831,-55.2009,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/iNat1099468.ogg,22973,[''],0.0,iNat,10.6602,-61.3567,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/iNat1243033.ogg,22973,[''],0.0,iNat,-18.9993,-49.4617,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/iNat1243080.ogg,22973,[''],0.0,iNat,-18.9126,-50.6548,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/iNat1251026.ogg,22973,[''],0.0,iNat,7.738,-76.6982,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
22973/iNat1257590.ogg,22973,[''],0.0,iNat,-25.8576,-53.9757,22973,Leptodactylus fuscus,Whistling Grass Frog,Amphibia
